index, age, income, avbal, avtrans, children, sex_M, mstatus_married, mstatus_single, mstatus_widowed, occupation_construct, occupation_education, occupation_finance, occupation_government, occupation_legal, occupation_manuf, occupation_medicine, occupation_retired, education_professional, education_secondary, education_tertiary
17,0.22321180072362934,0.351368255318753,0.18374468609546363,0.21046270952913482,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18,0.1021430559421097,0.23641526979241884,0.06555194992708528,0.18930003521757666,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
19,0.32966880044531033,0.12921058793549317,0.1869585541229299,0.11549264446929583,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
20,0.47035903145004176,0.5119943637422808,0.3340580543426022,0.2735639569727713,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,0.14375173949345948,0.2733155968338953,0.21429821910716093,0.24074858975230304,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,0.10701363762872251,0.6577348384719044,0.650540259852768,0.4574231855224868,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23,0.13888115780684668,0.49711286523379045,0.5667160585627861,0.3234060957300233,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,0.1305315892012246,0.1939417466092772,0.24711254648699602,0.1305336389642325,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
25,0.30475925410520466,0.15160054935938222,0.31076170090323485,0.1383680051405305,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26,0.17756749234622876,0.42837212740299496,0.18380115116550091,0.2773637481387202,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27,0.37740050097411637,0.25893497265867094,0.26449063865861683,0.34509023731703853,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,0.29334817701085447,0.04614711852526883,0.26394223133455585,0.23702170514856255,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,0.3671026996938491,0.34574905523935745,0.52111600245868,0.47776040926531194,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
30,0.08057333704425274,0.18006354746184905,0.14245814881201618,0.08242025072443172,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31,0.7344837183412191,0.1155350128733491,0.1657421263456219,0.12124361295265398,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
32,0.6045087670470359,0.05203820704563229,0.14606817473953873,0.14700805061445404,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
33,0.039799610353465076,0.5299927582565439,0.31764927920662195,0.4796510370649549,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
34,0.24018925688839415,0.06277935115839466,0.20675781177484925,0.12139931171262458,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35,0.30503757305872525,0.48100321665735396,0.6923730128936311,0.46073240202408394,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,0.07486779849707764,0.1768649815441506,0.3950166094968576,0.16024615232528683,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
37,0.5436960757027554,0.1768649815441506,0.3950166094968576,0.16024615232528683,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,0.3718341219037017,0.1768649815441506,0.3950166094968576,0.16024615232528683,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,0.13846367937656556,0.4955461468600762,0.38833078424052164,0.4721577253152591,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
40,0.12315613693292515,0.23939363708682387,0.3139152363901134,0.28602356488375114,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
41,0.08460896187030337,0.3839648881406501,0.013351410750124275,0.15644759686378212,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
42,0.3324519899805176,0.16496960380271652,0.35975404434287034,0.4846148618173506,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
43,0.2251600333982744,0.23992139012528063,0.4992516444484782,0.17989138157935383,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
44,0.1096576676871695,0.06681891040965732,0.1446277997908472,0.1532990219399324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45,0.1082660729195658,0.3544308770159675,0.36454493794514586,0.3257675269229106,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
46,0.2024770386863346,0.03493766466437544,0.2739404162017108,0.1304100685198114,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,0.36459782911216254,0.0659629270289675,0.10750884877261954,0.16292021674255952,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,0.3701642081825772,0.24941370824302694,0.16734751337113485,0.1955564068186171,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
49,0.14764820484274982,0.32267627132398813,0.354130484331072,0.44775256254209117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50,0.5352073476203729,0.44186368671421783,0.13898206628122595,0.17284415913401832,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
51,0.16392986362371276,0.44186368671421783,0.13898206628122595,0.17284415913401832,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
52,0.3021152240467576,0.25463748121721247,0.26535785447172416,0.1500602405916553,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
53,0.0720846089618703,0.42874429409025144,0.273941963189931,0.2748107827569802,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
54,0.2561925967158364,0.2686257796762873,0.1308547058350333,0.42579285886401697,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
55,0.6575285276927358,0.15294965360068685,0.11977594969606836,0.17295784394288574,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,0.3071249652101308,0.12371854480757692,0.20344029553662962,0.030760390729745263,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
57,0.5683273030893404,0.09515061637523088,0.08674775119479056,0.15423568590864437,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
58,0.5537155580295019,0.11016960979873537,0.06286560488270734,0.15235000092677833,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
59,0.31700528806011685,0.40737727415814085,0.36843419524641463,0.35689739328147496,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
60,0.3748956303924298,0.36187576145562667,0.2712594856161036,0.24666514263118547,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,0.1817422766490398,0.4961736612466447,0.5139320469954394,0.5761410185911734,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
62,0.06665738936821597,0.09260385905840796,0.16812680868706079,0.14264354251750064,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
63,0.5430002783189536,0.2391698201762933,0.19556960621930516,0.2821100889089348,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
64,0.13275814082939053,0.025836638466425144,0.0764198000053629,0.10706761156866501,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65,0.21054828833843586,0.09899065293026993,0.1970320257501346,0.14217644623758888,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
66,0.31269134428054557,0.1108053945561318,0.047694162491517346,0.25337131064991875,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
67,0.41984414138602844,0.29918376608910185,0.2424697770068047,0.3842608324940841,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
68,0.26092401892568884,0.24902293322140762,0.2955297970557721,0.404607941872463,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,0.07431116059003623,0.645006737767734,0.42357014457120584,0.592692043916936,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
70,0.5580295018090732,0.2915502138149308,0.26454233384830855,0.08633990522146913,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
71,0.5777901475090454,0.2853091852289109,0.1558784005379394,0.24817640916645553,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
72,0.18508210409128867,0.3380167754134281,0.23269203796102828,0.3936521862700879,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
73,0.333704425271361,0.10276659411139259,0.2695082949508367,0.2129155828508937,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
74,0.3051767325354856,0.38631470725213307,0.31765869005162817,0.3285317977646107,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
75,0.5905928193709992,0.45027413694803675,0.36177557119961723,0.36730326040617606,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
76,0.3517951572502087,0.2372143943736667,0.35879130200716564,0.21546360541485687,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
77,0.13108822710826606,0.41310915804006687,0.5730147500170168,0.4236155476333171,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,0.625382688561091,0.02239616420201001,0.2220589433451661,0.24912913729294225,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
79,0.2959922070693014,0.3546577953155586,0.4851146215138621,0.33068686631531474,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
80,0.1622599499025884,0.47954814828981657,0.4129646379119372,0.22983731950991962,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
81,0.296966323406624,0.26800550186419325,0.24629225598323476,0.12025628510172937,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
82,0.3037851377678821,0.1439339156018995,0.20121598430735152,0.08678105170805246,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
83,0.2827720567770665,0.46630625079796156,0.1698464150094985,0.4367597358063899,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84,0.3025327024770387,0.010849692729878836,0.19977393345475472,0.09497500787761583,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
85,0.6618424714723072,0.25752332373798015,0.4792853120687771,0.1795157274283137,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
86,0.056498747564709184,0.2693902720796933,0.2554693768525184,0.11391835700737098,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
87,0.3838018369050933,0.2693902720796933,0.2554693768525184,0.11391835700737098,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
88,0.3115780684664625,0.08410140094912844,0.24442981108179854,0.10083966116984139,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
89,0.18591706095185084,0.11411199219276995,0.0942873850329921,0.10133641435641423,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
90,0.3023935430002783,0.3422791177788679,0.250694468795185,0.29094290427615527,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
91,0.3812969663234067,0.44850117620180113,0.36682777689542156,0.41705766414788914,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
92,0.5442527136097968,0.23744182957143456,0.2376921617200859,0.26099684277514507,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
93,0.6797940439743948,0.08050637412986654,0.06029335021956919,0.09514677079536116,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
94,0.5388254940161425,0.17114085113487582,0.3098344103809098,0.4315870770029225,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
95,0.051767325354856675,0.4499422883185664,0.5802188163271199,0.4649090830455172,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
96,0.36459782911216254,0.48891382635426023,0.49421967851522136,0.19027253461517074,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
97,0.34859448928472037,0.10703358856042307,0.2416881612085485,0.14719834909886254,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,0.4615919844141386,0.252757005650214,0.2472867115774536,0.2701126344600899,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
99,0.5499582521569719,0.252757005650214,0.2472867115774536,0.2701126344600899,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
100,0.20553854717506265,0.5862069856720995,0.28405127337757036,0.3992721700823597,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
101,0.4933203451155024,0.3183296745557389,0.2416206093895997,0.08658704611031133,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
102,0.13902031728360703,0.13425706483505523,0.26107862722327996,0.1421665606020352,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
103,0.45658224325076535,0.14352091395868022,0.10218437315005992,0.13957899549585728,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
104,0.5411912051210688,0.23825749489433828,0.22970996033522204,0.1593898091454486,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
105,0.6104926245477318,0.0728480107432117,0.1934071745188351,0.09709176959054933,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
106,0.5652657946006123,0.11015617044614,0.17273399743818751,0.050322827786050135,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
107,0.6020038964653494,0.22230653405816242,0.27374768725261084,0.30928693675046803,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
108,0.5247703868633454,0.22230653405816242,0.27374768725261084,0.30928693675046803,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
109,0.2727525744503201,0.3759188511214364,1.0,0.7368270816985993,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
110,0.36738101864736994,0.5514228397662174,0.5471565840849977,0.2554522369339702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,0.6722794322293348,0.18123018664676266,0.2575289338363452,0.1275185201203576,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
112,0.2038686334539383,0.18123018664676266,0.2575289338363452,0.1275185201203576,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
113,0.35972724742554973,0.16419839172301287,0.1780167043788017,0.11790226813550735,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
114,0.14639576955190653,0.6558099096617057,0.4476044113916088,0.6009416067864888,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
115,0.08850542721959365,0.6558099096617057,0.4476044113916088,0.6009416067864888,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
116,0.30016699137211245,0.1082395120067693,0.01133516943646313,0.17971096873049902,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
117,0.4834400222655163,0.20877052150373954,0.30890789335269475,0.23483327257786485,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
118,0.3832451989980519,0.20877052150373954,0.30890789335269475,0.23483327257786485,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
119,0.13804620094628445,0.5915661859685922,0.5020595569838268,0.13169890825512354,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
120,0.3040634567214028,0.1594920338237491,0.24608831136953838,0.06168389444612638,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
121,0.4398831060395213,0.1355922128255877,0.13586063079991667,0.03182803936954359,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
122,0.5983857500695797,0.6022359981329638,0.5987242761642118,0.4530413775633144,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
123,0.3868633453938214,0.6122452144274553,0.93051315661915,0.8965418811128755,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
124,0.5411912051210688,0.6122452144274553,0.93051315661915,0.8965418811128755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
125,0.2708043417756749,0.05585550008089456,0.19571824600412943,0.08528584933055712,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
126,0.11981630949067634,0.42804389706076196,0.12443999026428748,0.4727310921773731,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
127,0.30503757305872525,0.23450688172387607,0.2515540785828763,0.07761336043645081,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
128,0.13387141664347346,0.23450688172387607,0.2515540785828763,0.07761336043645081,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
129,0.3300862788755915,0.28324469391099116,0.3569650824132191,0.17453583851814325,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
130,0.5797383801836905,0.5066093185369508,0.5739763321115564,0.5826914878499361,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
131,0.14277762315613696,0.34623493952549783,0.17108026703079332,0.3676270149705594,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
132,0.236710269969385,0.16227708120005152,0.14866440772009,0.04843219998640725,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
133,0.5609518508210409,0.11066273065935016,0.2982157553530949,0.24028767199461232,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
134,0.25967158363484555,0.18922298315377156,0.02014023963878856,0.04491662084262686,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
135,0.23337044252713612,0.32731129727486113,0.20045099863246243,0.43199980228728896,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
136,0.14917895908711387,0.09622834907374432,0.20133677830421215,0.1410099412422537,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
137,0.05148900640133597,0.1404169404073261,0.12039345582729835,0.06761898289167197,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
138,0.4345950459226273,0.341035977663796,0.3608989445415037,0.1764808373133314,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
139,0.04967993320345121,0.29375736902963223,0.3285922871292643,0.24164818258768866,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
140,0.3069858057333704,0.15124595721013517,0.13263876999997937,0.1457266251058072,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
141,0.30629000834956865,0.10085975673738007,0.241028112901263,0.15015909694719218,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
142,0.17311438908989701,0.10085975673738007,0.241028112901263,0.15015909694719218,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
143,0.3910381296966323,0.3031814565880482,0.2262222753927803,0.48124262438909865,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
144,0.2788755914277763,0.512241441070765,0.17674959211077262,0.455416401505088,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
145,0.3530475925410521,0.29831382645763993,0.4609751594944856,0.2434523110762368,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
146,0.5695797383801837,0.1621762860555862,0.15494788712348886,0.23630252516203173,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
147,0.45630392429724476,0.5348309251908777,0.43926253524554837,0.4761873575078313,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
148,0.19663234066239915,0.2971849208396287,0.29911313743649615,0.2874545106301475,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
149,0.2978012802671862,0.10585867900468156,0.13713986114233734,0.027925684734725148,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
150,0.10269969384915112,0.09368004106239117,0.15316266271737763,0.1468041593811592,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
151,0.12941831338714171,0.0435290292600551,0.1769111234640985,0.13361919296142746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
152,0.5848872808238241,0.41752295157129293,0.17168024062886103,0.12747774187369865,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
153,0.6381853604230447,0.41752295157129293,0.17168024062886103,0.12747774187369865,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
154,0.22390759810743116,0.4272018699308442,0.5685006383904722,0.27073419379552804,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
155,0.3751739493459505,0.330567755788355,0.1479934015795781,0.22183119041587634,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156,0.5151683829668801,0.330567755788355,0.1479934015795781,0.22183119041587634,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
157,0.3334261063178402,0.2766625125283196,0.32944609571112987,0.07369988446163446,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
158,0.11452824937378236,0.34326587639827416,0.30577176148329355,0.15857918703004614,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
159,0.11842471472307264,0.440541461178104,0.31494978476237234,0.30895329655053105,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
160,0.3639020317283608,0.09753920284996981,0.24866469133459704,0.19436271632550928,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
161,0.31672696910659626,0.09753920284996981,0.24866469133459704,0.19436271632550928,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
162,0.22808238241024215,0.10400249765199004,0.21630453391307575,0.028699235716801254,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
163,0.14347342053993878,0.061421976546262136,0.20486378253058396,0.14718969916775307,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
164,0.645839131644865,0.3233130898777381,0.228505243258741,0.22508356451303976,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
165,0.4479543556916227,0.6153962257128931,0.35809296574143024,0.5268277613360437,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
166,0.2600890620651267,0.3808707356546541,0.1427131440369792,0.18568189260492676,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
167,0.304898413581965,0.561056271086215,0.20256598936084633,0.14882206473855583,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
168,0.19537990537155586,0.561056271086215,0.20256598936084633,0.14882206473855583,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
169,0.1213470637350404,0.3855486641541969,0.299282016983868,0.21601225818808656,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
170,0.38394099638185364,0.553449080619058,0.4943986134860245,0.5696918770968361,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
171,0.1319231839688283,0.5064883643635925,0.5885693298240765,0.3187017689109119,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
172,0.12051210687447816,0.5064883643635925,0.5885693298240765,0.3187017689109119,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
173,0.36000556637907044,0.11246515460166019,0.10509799654712229,0.10750010812413888,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
174,0.23420539938769835,0.018223245221147134,0.14042592195341297,0.09860180042137522,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
175,0.5595602560534373,0.3368785656282355,0.36456169698419805,0.1399126356957943,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
176,0.5212913999443363,0.3352741136876188,0.20267879058523594,0.10278095285169693,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
177,0.18661285833565266,0.08374784259623481,0.14408248644322658,0.03187252472953519,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
178,0.302671861953799,0.17433734945986729,0.1775912826182466,0.08939827372089144,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
179,0.1559977734483719,0.2909604329952647,0.140858434076644,0.24580385663357038,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
180,0.3285555246312274,0.09466318139456027,0.32033665557648006,0.14413750919055182,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
181,0.37503478986919014,0.05654194085961202,0.19641812925808508,0.14426355104386132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
182,0.1559977734483719,0.05654194085961202,0.19641812925808508,0.14426355104386132,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
183,0.2613414973559699,0.2764113000144215,0.3388619684290644,0.12180338706588159,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
184,0.17005288060116897,0.2764113000144215,0.3388619684290644,0.12180338706588159,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
185,0.13985527414416926,0.39440674820907706,0.1695838137591195,0.32185281524365006,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
186,0.46701920400779295,0.39440674820907706,0.1695838137591195,0.32185281524365006,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
187,0.03882549401614249,0.12299953944372453,0.16316291023549287,0.22463500379979118,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
188,0.1363762872251601,0.11061155773985239,0.26972306848207456,0.1212572057015403,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
189,0.44030058446980236,0.11061155773985239,0.26972306848207456,0.1212572057015403,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
190,0.24478151962148625,0.5430268626813474,0.5084071074826788,0.1200363297106598,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
191,0.4478151962148622,0.2683166745665938,0.3619011350768235,0.1178862039777326,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
192,0.18118563874199833,0.18513225098301112,0.25548420215629536,0.1770047759976769,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
193,0.6729752296131366,0.0956396020504317,0.2584983797876707,0.16715497587287073,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
194,0.28875591427776226,0.39863600909120517,0.23678717361126866,0.2736220350816492,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
195,0.15251878652936268,0.367959652995916,0.45731653235371167,0.09403216538668281,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
196,0.9567214027275257,0.22328760679762455,0.41540565640772836,0.1615757703072579,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
197,0.2788755914277763,0.9578727985952775,0.6460721711257742,0.7617957256983275,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
